trace_set,is_anomalous,class,fault_category,fault_name,workload,severity,delay_ms,tier,n_traces,notes
AN_Proc_killDN_w_35FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,killDN,w,35,,1,86,
AN_Proc_killDN_w_40FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,killDN,w,40,,1,74,
AN_Proc_killDN_w_45FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,killDN,w,45,,1,77,
AN_Proc_killDN_w_50FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,killDN,w,50,,1,91,
AN_Proc_suspendDN_r_01FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Proc,suspendDN,r,1,,1,319,
AN_Proc_suspendDN_r_02FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Proc,suspendDN,r,2,,1,286,
AN_Proc_suspendDN_r_03FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Proc,suspendDN,r,3,,1,274,
AN_Proc_suspendDN_r_04FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Proc,suspendDN,r,4,,1,250,
AN_Proc_suspendDN_r_05FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Proc,suspendDN,r,5,,1,219,
AN_Proc_suspendDN_r_10FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Proc,suspendDN,r,10,,1,139,
AN_Proc_suspendDN_r_15FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Proc,suspendDN,r,15,,1,71,
AN_Proc_suspendDN_r_20FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Proc,suspendDN,r,20,,1,72,
AN_Proc_suspendDN_r_25FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Proc,suspendDN,r,25,,1,62,
AN_Proc_suspendDN_r_30FDN_30C_1to19B_0to120INT_15RT_10WT.sql,True,AN,Proc,suspendDN,r,30,,1,70,
AN_Proc_suspendDN_r_35FDN_30C_1to19B_0to120INT_15RT_10WT.sql,True,AN,Proc,suspendDN,r,35,,1,68,
AN_Proc_suspendDN_r_40FDN_30C_1to19B_0to120INT_15RT_10WT.sql,True,AN,Proc,suspendDN,r,40,,1,64,
AN_Proc_suspendDN_r_45FDN_30C_1to19B_0to120INT_15RT_10WT.sql,True,AN,Proc,suspendDN,r,45,,1,54,
AN_Proc_suspendDN_r_50FDN_30C_1to19B_0to120INT_15RT_10WT.sql,True,AN,Proc,suspendDN,r,50,,1,74,
AN_Proc_suspendDN_w_01FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,suspendDN,w,1,,1,72,
AN_Proc_suspendDN_w_02FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,suspendDN,w,2,,1,68,
AN_Proc_suspendDN_w_03FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,suspendDN,w,3,,1,65,
AN_Proc_suspendDN_w_04FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,suspendDN,w,4,,1,71,
AN_Proc_suspendDN_w_05FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,suspendDN,w,5,,1,49,
AN_Proc_suspendDN_w_10FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,suspendDN,w,10,,1,43,
AN_Proc_suspendDN_w_15FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,suspendDN,w,15,,1,44,
AN_Proc_suspendDN_w_20FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,suspendDN,w,20,,1,43,
AN_Proc_suspendDN_w_25FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,suspendDN,w,25,,1,43,
AN_Proc_suspendDN_w_30FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,suspendDN,w,30,,1,48,
AN_Proc_suspendDN_w_35FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,suspendDN,w,35,,1,47,
AN_Proc_suspendDN_w_40FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,suspendDN,w,40,,1,46,
AN_Proc_suspendDN_w_45FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,suspendDN,w,45,,1,45,
AN_Proc_suspendDN_w_50FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Proc,suspendDN,w,50,,1,48,
AN_Sys_deadDN_r_01FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Sys,deadDN,r,1,,1,298,
AN_Sys_deadDN_r_02FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Sys,deadDN,r,2,,1,297,
AN_Sys_deadDN_r_03FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Sys,deadDN,r,3,,1,302,
AN_Sys_deadDN_r_04FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Sys,deadDN,r,4,,1,261,
AN_Sys_deadDN_r_05FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Sys,deadDN,r,5,,1,277,
AN_Sys_deadDN_w_01FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Sys,deadDN,w,1,,1,69,
AN_Sys_deadDN_w_02FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Sys,deadDN,w,2,,1,75,
AN_Sys_deadDN_w_03FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Sys,deadDN,w,3,,1,64,
AN_Sys_deadDN_w_04FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Sys,deadDN,w,4,,1,54,
AN_Sys_deadDN_w_05FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Sys,deadDN,w,5,,1,54,
AN_Sys_panicDN_r_01FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Sys,panicDN,r,1,,1,336,
AN_Sys_panicDN_r_02FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Sys,panicDN,r,2,,1,323,
AN_Sys_panicDN_r_03FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Sys,panicDN,r,3,,1,315,
AN_Sys_panicDN_r_04FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Sys,panicDN,r,4,,1,325,
AN_Sys_panicDN_r_05FDN_30C_1to19B_0to120INT_15RT_5WT.sql,True,AN,Sys,panicDN,r,5,,1,323,
AN_Sys_panicDN_w_01FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Sys,panicDN,w,1,,1,73,
AN_Sys_panicDN_w_02FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Sys,panicDN,w,2,,1,72,
AN_Sys_panicDN_w_03FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Sys,panicDN,w,3,,1,71,
AN_Sys_panicDN_w_04FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Sys,panicDN,w,4,,1,70,
AN_Sys_panicDN_w_05FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Sys,panicDN,w,5,,1,69,
AN_Sys_readOnlyDN_w_01FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Sys,readOnlyDN,w,1,,1,66,
AN_Sys_readOnlyDN_w_02FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Sys,readOnlyDN,w,2,,1,80,
AN_Sys_readOnlyDN_w_03FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Sys,readOnlyDN,w,3,,1,78,
AN_Sys_readOnlyDN_w_04FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Sys,readOnlyDN,w,4,,1,74,
AN_Sys_readOnlyDN_w_05FDN_30C_1to19B_0to600INT_15RT_5WT.sql,True,AN,Sys,readOnlyDN,w,5,,1,70,
COM_Mul_AA_rwrpc_1_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_150RT_10WT.sql,True,COM,AA,Mul_AA,rwrpc,1,,3,5812,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
COM_Mul_AA_rwrpc_2_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_150RT_10WT.sql,True,COM,AA,Mul_AA,rwrpc,2,,3,5823,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
COM_Mul_AA_rwrpc_3_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_150RT_10WT.sql,True,COM,AA,Mul_AA,rwrpc,3,,3,5609,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
COM_Sin_Bug_rwrpc_1_30C_1to5B_0to120INTR_0to600INTW_0to10INTRPC_30RT_5WT.sql,True,COM,Bug,Sin_Bug,rwrpc,1,,3,1354,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
COM_Sin_Bug_rwrpc_2_30C_1to5B_0to120INTR_0to600INTW_0to10INTRPC_30RT_5WT.sql,True,COM,Bug,Sin_Bug,rwrpc,2,,3,1182,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
COM_Sin_Bug_rwrpc_3_30C_1to5B_0to120INTR_0to600INTW_0to10INTRPC_30RT_5WT.sql,True,COM,Bug,Sin_Bug,rwrpc,3,,3,1311,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
COM_Sin_Data_rwrpc_1_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT.sql,True,COM,Data,Sin_Data,rwrpc,1,,3,2436,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
COM_Sin_Data_rwrpc_2_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT.sql,True,COM,Data,Sin_Data,rwrpc,2,,3,2399,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
COM_Sin_Data_rwrpc_3_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT.sql,True,COM,Data,Sin_Data,rwrpc,3,,3,2557,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
COM_Sin_Net_rwrpc_1_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT.sql,True,COM,Net,Sin_Net,rwrpc,1,,3,2152,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
COM_Sin_Net_rwrpc_2_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT.sql,True,COM,Net,Sin_Net,rwrpc,2,,3,2238,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
COM_Sin_Net_rwrpc_3_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT.sql,True,COM,Net,Sin_Net,rwrpc,3,,3,2149,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
COM_Sin_Proc_rwrpc_1_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT.sql,True,COM,Proc,Sin_Proc,rwrpc,1,,3,2426,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
COM_Sin_Proc_rwrpc_2_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT.sql,True,COM,Proc,Sin_Proc,rwrpc,2,,3,2300,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
COM_Sin_Proc_rwrpc_3_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT.sql,True,COM,Proc,Sin_Proc,rwrpc,3,,3,2311,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
COM_Sin_Sys_rwrpc_1_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT.sql,True,COM,Sys,Sin_Sys,rwrpc,1,,3,2298,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
COM_Sin_Sys_rwrpc_2_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT.sql,True,COM,Sys,Sin_Sys,rwrpc,2,,3,2407,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
COM_Sin_Sys_rwrpc_3_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_60RT_10WT.sql,True,COM,Sys,Sin_Sys,rwrpc,3,,3,2351,"severity is the run/trial number, not a failed-datanode count (COM sets don't encode an NNFDN token)"
NM_CL_r_01C_1to19B_0to0INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,,,,337,subtype=CL
NM_CL_r_05C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,,,,211,subtype=CL
NM_CL_r_10C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,,,,415,subtype=CL
NM_CL_r_15C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,,,,640,subtype=CL
NM_CL_r_20C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,,,,788,subtype=CL
NM_CL_r_25C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,,,,994,subtype=CL
NM_CL_r_30C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,,,,1145,subtype=CL
NM_CL_r_35C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,,,,1296,subtype=CL
NM_CL_r_40C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,,,,1356,subtype=CL
NM_CL_r_45C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,,,,1384,subtype=CL
NM_CL_r_50C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,,,,1421,subtype=CL
NM_CL_rpc_01C_0to0INT_10RT_1WT.sql,False,NM,normal,none / no fault,rpc,,,,696,subtype=CL
NM_CL_rpc_05C_0to0INT_10RT_1WT.sql,False,NM,normal,none / no fault,rpc,,,,3420,subtype=CL
NM_CL_rpc_10C_0to0INT_10RT_1WT.sql,False,NM,normal,none / no fault,rpc,,,,6785,subtype=CL
NM_CL_rpc_15C_0to0INT_10RT_1WT.sql,False,NM,normal,none / no fault,rpc,,,,10103,subtype=CL
NM_CL_rpc_20C_0to0INT_10RT_1WT.sql,False,NM,normal,none / no fault,rpc,,,,13430,subtype=CL
NM_CL_rpc_25C_0to0INT_10RT_1WT.sql,False,NM,normal,none / no fault,rpc,,,,16592,subtype=CL
NM_CL_rpc_30C_0to0INT_10RT_1WT.sql,False,NM,normal,none / no fault,rpc,,,,19454,subtype=CL
NM_CL_rpc_35C_0to0INT_10RT_1WT.sql,False,NM,normal,none / no fault,rpc,,,,22323,subtype=CL
NM_CL_rpc_40C_0to0INT_10RT_1WT.sql,False,NM,normal,none / no fault,rpc,,,,24760,subtype=CL
NM_CL_rpc_45C_0to0INT_10RT_1WT.sql,False,NM,normal,none / no fault,rpc,,,,26936,subtype=CL
NM_CL_rpc_50C_0to0INT_10RT_1WT.sql,False,NM,normal,none / no fault,rpc,,,,29880,subtype=CL
NM_CL_rw_01C_1to19B_0to0INTR_0to0INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,,,,217,subtype=CL
NM_CL_rw_05C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,,,,76,subtype=CL
NM_CL_rw_10C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,,,,157,subtype=CL
NM_CL_rw_15C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,,,,222,subtype=CL
NM_CL_rw_20C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,,,,281,subtype=CL
NM_CL_rw_25C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,,,,365,subtype=CL
NM_CL_rw_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,,,,407,subtype=CL
NM_CL_rw_35C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,,,,471,subtype=CL
NM_CL_rw_40C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,,,,502,subtype=CL
NM_CL_rw_45C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,,,,534,subtype=CL
NM_CL_rw_50C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,,,,569,subtype=CL
NM_CL_rwrpc_01C_1to19B_0to0INTR_0to0INTW_0to0INTRPC_50RT_10WT.sql,False,NM,normal,none / no fault,rwrpc,,,,988,subtype=CL
NM_CL_rwrpc_05C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT.sql,False,NM,normal,none / no fault,rwrpc,,,,339,subtype=CL
NM_CL_rwrpc_10C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT.sql,False,NM,normal,none / no fault,rwrpc,,,,737,subtype=CL
NM_CL_rwrpc_15C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT.sql,False,NM,normal,none / no fault,rwrpc,,,,1066,subtype=CL
NM_CL_rwrpc_20C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT.sql,False,NM,normal,none / no fault,rwrpc,,,,1388,subtype=CL
NM_CL_rwrpc_25C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT.sql,False,NM,normal,none / no fault,rwrpc,,,,1647,subtype=CL
NM_CL_rwrpc_30C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT.sql,False,NM,normal,none / no fault,rwrpc,,,,2023,subtype=CL
NM_CL_rwrpc_35C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT.sql,False,NM,normal,none / no fault,rwrpc,,,,2393,subtype=CL
NM_CL_rwrpc_40C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT.sql,False,NM,normal,none / no fault,rwrpc,,,,2566,subtype=CL
NM_CL_rwrpc_45C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT.sql,False,NM,normal,none / no fault,rwrpc,,,,2695,subtype=CL
NM_CL_rwrpc_50C_1to19B_0to120INTR_0to600INTW_0to0INTRPC_50RT_10WT.sql,False,NM,normal,none / no fault,rwrpc,,,,2906,subtype=CL
NM_CL_w_01C_1to19B_0to0INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,,,,171,subtype=CL
NM_CL_w_05C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,,,,49,subtype=CL
NM_CL_w_10C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,,,,88,subtype=CL
NM_CL_w_15C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,,,,132,subtype=CL
NM_CL_w_20C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,,,,171,subtype=CL
NM_CL_w_25C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,,,,214,subtype=CL
NM_CL_w_30C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,,,,259,subtype=CL
NM_CL_w_35C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,,,,292,subtype=CL
NM_CL_w_40C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,,,,313,subtype=CL
NM_CL_w_45C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,,,,355,subtype=CL
NM_CL_w_50C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,,,,367,subtype=CL
NM_DN_r_01DN_30C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,1,,,393,subtype=DN
NM_DN_r_05DN_30C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,5,,,790,subtype=DN
NM_DN_r_10DN_30C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,10,,,894,subtype=DN
NM_DN_r_15DN_30C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,15,,,1009,subtype=DN
NM_DN_r_20DN_30C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,20,,,1052,subtype=DN
NM_DN_r_25DN_30C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,25,,,1058,subtype=DN
NM_DN_r_30DN_30C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,30,,,1080,subtype=DN
NM_DN_r_35DN_30C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,35,,,1103,subtype=DN
NM_DN_r_40DN_30C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,40,,,1111,subtype=DN
NM_DN_r_45DN_30C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,45,,,1117,subtype=DN
NM_DN_r_50DN_30C_1to19B_0to120INT_50RT_10WT.sql,False,NM,normal,none / no fault,r,50,,,1134,subtype=DN
NM_DN_rw_01DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,1,,,329,subtype=DN
NM_DN_rw_05DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,5,,,196,subtype=DN
NM_DN_rw_10DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,10,,,365,subtype=DN
NM_DN_rw_15DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,15,,,357,subtype=DN
NM_DN_rw_20DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,20,,,383,subtype=DN
NM_DN_rw_25DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,25,,,412,subtype=DN
NM_DN_rw_30DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,30,,,417,subtype=DN
NM_DN_rw_35DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,35,,,403,subtype=DN
NM_DN_rw_40DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,40,,,419,subtype=DN
NM_DN_rw_45DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,45,,,412,subtype=DN
NM_DN_rw_50DN_30C_1to19B_0to120INTR_0to600INTW_50RT_10WT.sql,False,NM,normal,none / no fault,rw,50,,,406,subtype=DN
NM_DN_w_01DN_30C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,1,,,248,subtype=DN
NM_DN_w_05DN_30C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,5,,,120,subtype=DN
NM_DN_w_10DN_30C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,10,,,228,subtype=DN
NM_DN_w_15DN_30C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,15,,,250,subtype=DN
NM_DN_w_20DN_30C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,20,,,247,subtype=DN
NM_DN_w_25DN_30C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,25,,,245,subtype=DN
NM_DN_w_30DN_30C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,30,,,261,subtype=DN
NM_DN_w_35DN_30C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,35,,,239,subtype=DN
NM_DN_w_40DN_30C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,40,,,252,subtype=DN
NM_DN_w_45DN_30C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,45,,,259,subtype=DN
NM_DN_w_50DN_30C_1to19B_0to600INT_50RT_10WT.sql,False,NM,normal,none / no fault,w,50,,,251,subtype=DN
